Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
533106,OIL,OIL INDIA LTD.,03 Jan 2012,Interim Dividend - Rs. - 25.0000,04 Jan 2012,-,-,28 Dec 2011,03 Jan 2012,-
532900,PAISALO,Paisalo Digital Ltd,05 Jan 2012,Scheme of Arrangement ,06 Jan 2012,-,-,30 Dec 2011,05 Jan 2012,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,06 Jan 2012,Interim Dividend - Rs. - 6.2500,09 Jan 2012,-,-,02 Jan 2012,07 Jan 2012,-
505010,AUTOAXLES,AUTOMOTIVE AXLES LTD.,12 Jan 2012,Final Dividend - Rs. - 10.0000,-,15 Jan 2012,17 Jan 2012,09 Jan 2012,12 Jan 2012,-
531673,ANKIN,ANKA INDIA LTD.,13 Jan 2012,Consolidation of Shares ,18 Jan 2012,-,-,13 Jan 2012,23 Jan 2012,-
500367,RUBFILA,RUBFILA INTERNATIONAL LTD.,16 Jan 2012,Consolidation of Shares ,17 Jan 2012,-,-,10 Jan 2012,16 Jan 2012,-
500367,RUBFILA,RUBFILA INTERNATIONAL LTD.,16 Jan 2012,Reduction of Capital ,17 Jan 2012,-,-,10 Jan 2012,16 Jan 2012,-
500550,SIEMENS,SIEMENS LTD.,16 Jan 2012,Dividend - Rs. - 6.0000,-,18 Jan 2012,31 Jan 2012,11 Jan 2012,17 Jan 2012,-
532268,ACCELYA,Accelya Solutions India Ltd,17 Jan 2012,Interim Dividend - Rs. - 13.5000,18 Jan 2012,-,-,11 Jan 2012,17 Jan 2012,-
524412,AREYDRG,AAREY DRUGS & PHARMACEUTICALS LTD.,19 Jan 2012,Right Issue of Equity Shares ,20 Jan 2012,-,-,13 Jan 2012,19 Jan 2012,-
532281,HCLTECH,HCL TECHNOLOGIES LTD.,20 Jan 2012,Interim Dividend - Rs. - 2.0000,23 Jan 2012,-,-,16 Jan 2012,20 Jan 2012,-
532892,MOTILALOFS,MOTILAL OSWAL FINANCIAL SERVICES LTD.,20 Jan 2012,Interim Dividend - Rs. - 1.0000,23 Jan 2012,-,-,16 Jan 2012,20 Jan 2012,-
505036,ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,24 Jan 2012,Interim Dividend - Rs. - 2.5000,25 Jan 2012,-,-,18 Jan 2012,24 Jan 2012,-
533655,TRITURBINE,TRIVENI TURBINE LTD.,24 Jan 2012,Interim Dividend - Rs. - 0.2000,25 Jan 2012,-,-,18 Jan 2012,24 Jan 2012,-
507685,WIPRO,WIPRO LTD.,24 Jan 2012,Interim Dividend - Rs. - 2.0000,25 Jan 2012,-,-,18 Jan 2012,24 Jan 2012,-
532155,GAIL,GAIL (INDIA) LTD.,25 Jan 2012,Interim Dividend - Rs. - 3.0000,28 Jan 2012,-,-,20 Jan 2012,25 Jan 2012,-
533179,PERSISTENT,PERSISTENT SYSTEMS LTD.,25 Jan 2012,Interim Dividend - Rs. - 3.5000,-,28 Jan 2012,28 Jan 2012,20 Jan 2012,25 Jan 2012,-
532540,TCS,TATA CONSULTANCY SERVICES LTD.,25 Jan 2012,Interim Dividend - Rs. - 3.0000,28 Jan 2012,-,-,20 Jan 2012,25 Jan 2012,-
532779,TORNTPOWER,TORRENT POWER LTD.,25 Jan 2012,Interim Dividend - Rs. - 3.0000,27 Jan 2012,-,-,19 Jan 2012,25 Jan 2012,-
523411,ADCINDIA,ADC India Communications Limited-$,27 Jan 2012,Dividend - Rs. - 1.5000,-,31 Jan 2012,10 Feb 2012,23 Jan 2012,30 Jan 2012,-
513108,GANDHITUBE,GANDHI SPECIAL TUBES LTD.-$,27 Jan 2012,Interim Dividend - Rs. - 6.0000,30 Jan 2012,-,-,20 Jan 2012,27 Jan 2012,-
508670,NEAGI,NEELAMALAI AGRO INDUSTRIES LTD.,27 Jan 2012,Interim Dividend - Rs. - 100.0000,07 Feb 2012,-,-,27 Jan 2012,10 Feb 2012,-
530971,NIMBUSI,NIMBUS INDUSTRIES LTD.,27 Jan 2012,Stock  Split From Rs.10/- to Rs.5/-,30 Jan 2012,-,-,23 Jan 2012,27 Jan 2012,-
500387,SHREECEM,SHREE CEMENT LTD.,27 Jan 2012,Interim Dividend - Rs. - 6.0000,30 Jan 2012,-,-,20 Jan 2012,27 Jan 2012,-
500420,TORNTPHARM,TORRENT PHARMACEUTICALS LTD.,27 Jan 2012,Interim Dividend - Rs. - 6.0000,30 Jan 2012,-,-,20 Jan 2012,27 Jan 2012,-
532424,GODREJCP,GODREJ CONSUMER PRODUCTS LTD.,30 Jan 2012,Interim Dividend - Rs. - 1.0000,31 Jan 2012,-,-,23 Jan 2012,30 Jan 2012,-
500290,MRF,MRF LTD.,30 Jan 2012,Final Dividend - Rs. - 19.0000,-,01 Feb 2012,09 Feb 2012,24 Jan 2012,31 Jan 2012,-
532955,RECLTD,REC Ltd,30 Jan 2012,Interim Dividend - Rs. - 5.0000,31 Jan 2012,-,-,23 Jan 2012,30 Jan 2012,-
532947,IRB,IRB INFRASTRUCTURE DEVELOPERS LTD.,31 Jan 2012,Interim Dividend - Rs. - 1.8000,01 Feb 2012,-,-,24 Jan 2012,31 Jan 2012,-
532555,NTPC,NTPC LTD.,31 Jan 2012,Interim Dividend - Rs. - 3.5000,01 Feb 2012,-,-,24 Jan 2012,31 Jan 2012,-
509930,SUPREMEIND,SUPREME INDUSTRIES LTD.,31 Jan 2012,Interim Dividend - Rs. - 1.5000,01 Feb 2012,-,-,24 Jan 2012,31 Jan 2012,-
532475,APTECHT,APTECH LTD.,01 Feb 2012,Interim Dividend - Rs. - 1.5000,02 Feb 2012,-,-,25 Jan 2012,01 Feb 2012,-
500049,BEL,BHARAT ELECTRONICS LTD.,01 Feb 2012,Interim Dividend - Rs. - 10.0000,02 Feb 2012,-,-,25 Jan 2012,01 Feb 2012,-
500159,METROGLOBL,Metroglobal Limited,01 Feb 2012,Reduction of Capital ,02 Feb 2012,-,-,25 Jan 2012,01 Feb 2012,-
590071,SUNDARMFIN,SUNDARAM FINANCE LTD.,01 Feb 2012,Interim Dividend - Rs. - 7.5000,02 Feb 2012,-,-,25 Jan 2012,01 Feb 2012,-
500295,VEDL,Vedanta Limited,01 Feb 2012,Interim Dividend - Rs. - 2.0000,02 Feb 2012,-,-,25 Jan 2012,01 Feb 2012,-
507410,WALCHANNAG,WALCHANDNAGAR INDUSTRIES LTD.,01 Feb 2012,Dividend - Rs. - 1.0000,-,03 Feb 2012,09 Feb 2012,27 Jan 2012,02 Feb 2012,-
500032,BAJAJHIND,Bajaj Hindusthan Sugar Limited,02 Feb 2012,Dividend - Rs. - 0.4000,-,04 Feb 2012,11 Feb 2012,30 Jan 2012,02 Feb 2012,-
506395,COROMANDEL,COROMANDEL INTERNATIONAL LTD.,02 Feb 2012,Interim Dividend - Rs. - 4.0000,03 Feb 2012,-,-,27 Jan 2012,02 Feb 2012,-
533151,DBCORP,D B Corp Ltd,02 Feb 2012,Interim Dividend - Rs. - 1.7500,03 Feb 2012,-,-,27 Jan 2012,02 Feb 2012,-
532922,EDELWEISS,Edelweiss Financial Services Ltd.,02 Feb 2012,Interim Dividend - Rs. - 0.3000,04 Feb 2012,-,-,30 Jan 2012,02 Feb 2012,-
509675,HIL,HIL LTD.,02 Feb 2012,Interim Dividend - Rs. - 6.0000,04 Feb 2012,-,-,30 Jan 2012,02 Feb 2012,-
509051,INDINFO,INDIAN INFOTECH & SOFTWARE LTD.,02 Feb 2012,Stock  Split From Rs.10/- to Rs.1/-,03 Feb 2012,-,-,27 Jan 2012,02 Feb 2012,-
512221,SPVGLOBAL,SPV Global Trading Ltd,02 Feb 2012,Interim Dividend - Rs. - 1.5000,10 Feb 2012,-,-,02 Feb 2012,15 Feb 2012,-
504067,ZENSARTECH,ZENSAR TECHNOLOGIES LTD.,02 Feb 2012,Interim Dividend - Rs. - 3.0000,04 Feb 2012,-,-,30 Jan 2012,02 Feb 2012,-
500093,CGPOWER,CG Power and Industrial Solutions Ltd,03 Feb 2012,Interim Dividend - Rs. - 0.2000,06 Feb 2012,-,-,30 Jan 2012,03 Feb 2012,-
501455,GREAVESCOT,GREAVES COTTON LTD.,03 Feb 2012,Interim Dividend - Rs. - 0.4000,06 Feb 2012,-,-,30 Jan 2012,03 Feb 2012,-
531412,RADIXIND,Radix Industries (India) Limited,03 Feb 2012,Consolidation of Shares ,17 Feb 2012,-,-,03 Feb 2012,22 Feb 2012,-
531412,RADIXIND,Radix Industries (India) Limited,03 Feb 2012,Reduction of Capital ,17 Feb 2012,-,-,03 Feb 2012,22 Feb 2012,-
530075,SELAN,SELAN EXPLORATION TECHNOLOGY LTD.-$,03 Feb 2012,Interim Dividend - Rs. - 3.0000,06 Feb 2012,-,-,30 Jan 2012,03 Feb 2012,-
532356,TRIVENI,TRIVENI ENGINEERING & INDUSTRIES LTD.,03 Feb 2012,Dividend - Rs. - 0.2000,-,07 Feb 2012,10 Feb 2012,31 Jan 2012,06 Feb 2012,-
524348,AARTIDRUGS,AARTI DRUGS LTD.,06 Feb 2012,Interim Dividend - Rs. - 2.0000,07 Feb 2012,-,-,31 Jan 2012,06 Feb 2012,-
524208,AARTIIND,AARTI INDUSTRIES LTD.,06 Feb 2012,Interim Dividend - Rs. - 2.0000,07 Feb 2012,-,-,31 Jan 2012,06 Feb 2012,-
520051,JAMNAAUTO,JAMNA AUTO INDUSTRIES LTD.,06 Feb 2012,Interim Dividend - Rs. - 1.0000,07 Feb 2012,-,-,31 Jan 2012,06 Feb 2012,-
522249,MAYURUNIQ,MAYUR UNIQUOTERS LTD.-$,06 Feb 2012,Interim Dividend - Rs. - 5.0000,07 Feb 2012,-,-,31 Jan 2012,06 Feb 2012,-
532988,RANEENGINE,RANE ENGINE VALVE LTD.,06 Feb 2012,Interim Dividend - Rs. - 7.5000,07 Feb 2012,-,-,31 Jan 2012,06 Feb 2012,-
532987,RBL,RANE BRAKE LINING LTD.,06 Feb 2012,Interim Dividend - Rs. - 4.0000,07 Feb 2012,-,-,31 Jan 2012,06 Feb 2012,-
519105,AVTNPL,AVT NATURAL PRODUCTS LTD.,07 Feb 2012,Interim Dividend - Rs. - 2.5000,08 Feb 2012,-,-,01 Feb 2012,07 Feb 2012,-
500179,HCL-INSYS,HCL INFOSYSTEMS LTD.,07 Feb 2012,Interim Dividend - Rs. - 1.0000,08 Feb 2012,-,-,01 Feb 2012,07 Feb 2012,-
524494,IPCALAB,IPCA LABORATORIES LTD.,07 Feb 2012,Interim Dividend - Rs. - 1.0000,08 Feb 2012,-,-,01 Feb 2012,07 Feb 2012,-
532661,RML,RANE (MADRAS) LTD.,07 Feb 2012,Interim Dividend - Rs. - 5.5000,08 Feb 2012,-,-,01 Feb 2012,07 Feb 2012,-
509692,INDIANCARD,INDIAN CARD CLOTHING CO.LTD.,08 Feb 2012,Interim Dividend - Rs. - 10.0000,09 Feb 2012,-,-,02 Feb 2012,08 Feb 2012,-
532810,PFC,POWER FINANCE CORPORATION LTD.,08 Feb 2012,Interim Dividend - Rs. - 5.0000,09 Feb 2012,-,-,02 Feb 2012,08 Feb 2012,-
526881,63MOONS,63 Moons Technologies Ltd,09 Feb 2012,Interim Dividend - Rs. - 2.0000,10 Feb 2012,-,-,03 Feb 2012,09 Feb 2012,-
516064,ARROWGREEN,Arrow Greentech Ltd,09 Feb 2012,Right Issue of Equity Shares with Warrants ,11 Feb 2012,-,-,06 Feb 2012,09 Feb 2012,-
500116,IDBI,IDBI BANK LTD.,09 Feb 2012,Interim Dividend - Rs. - 2.0000,10 Feb 2012,-,-,03 Feb 2012,09 Feb 2012,-
526371,NMDC,NMDC LTD.,09 Feb 2012,Interim Dividend - Rs. - 1.0000,10 Feb 2012,-,-,03 Feb 2012,09 Feb 2012,-
502420,ORIENTPPR,ORIENT PAPER & INDUSTRIES LTD.,09 Feb 2012,Interim Dividend - Rs. - 1.0000,10 Feb 2012,-,-,03 Feb 2012,09 Feb 2012,-
532349,TCI,TRANSPORT CORPORATION OF INDIA LTD.,09 Feb 2012,Interim Dividend - Rs. - 0.4000,11 Feb 2012,-,-,06 Feb 2012,09 Feb 2012,-
504973,CHOLAHLDNG,Cholamandalam Financial Holdings Ltd,10 Feb 2012,Interim Dividend - Rs. - 2.0000,13 Feb 2012,-,-,06 Feb 2012,10 Feb 2012,-
505255,GMM,GMM PFAUDLER LTD.,10 Feb 2012,Interim Dividend - Rs. - 0.7000,13 Feb 2012,-,-,06 Feb 2012,10 Feb 2012,-
590066,KCP,K.C.P.LTD.,10 Feb 2012,Interim Dividend - Rs. - 0.2500,13 Feb 2012,-,-,06 Feb 2012,10 Feb 2012,-
507880,VIPIND,V.I.P.INDUSTRIES LTD.-$,10 Feb 2012,Interim Dividend - Rs. - 0.6000,13 Feb 2012,-,-,06 Feb 2012,10 Feb 2012,-
532921,ADANIPORTS,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.,13 Feb 2012,Interim Dividend - Rs. - 0.3000,14 Feb 2012,-,-,07 Feb 2012,13 Feb 2012,-
500425,AMBUJACEM,AMBUJA CEMENTS LTD.,13 Feb 2012,Final Dividend - Rs. - 1.8000,-,15 Feb 2012,22 Feb 2012,08 Feb 2012,14 Feb 2012,-
511243,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd,13 Feb 2012,Interim Dividend - Rs. - 1.5000,14 Feb 2012,-,-,07 Feb 2012,13 Feb 2012,-
501848,GLOBOFFS,GLOBAL OFFSHORE SERVICES LTD.-$,13 Feb 2012,Interim Dividend - Rs. - 0.5000,14 Feb 2012,-,-,07 Feb 2012,13 Feb 2012,-
509546,GRAVISSHO,GRAVISS HOSPITALITY LTD.,13 Feb 2012,Interim Dividend - Rs. - 0.2400,14 Feb 2012,-,-,07 Feb 2012,13 Feb 2012,-
531213,MANAPPURAM,MANAPPURAM FINANCE LTD.,13 Feb 2012,Interim Dividend - Rs. - 0.5000,14 Feb 2012,-,-,07 Feb 2012,13 Feb 2012,-
532898,POWERGRID,POWER GRID CORPORATION OF INDIA LTD.,13 Feb 2012,Interim Dividend - Rs. - 0.8000,14 Feb 2012,-,-,07 Feb 2012,13 Feb 2012,-
513375,CARBORUNIV,CARBORUNDUM UNIVERSAL LTD.,14 Feb 2012,Interim Dividend - Rs. - 1.0000,16 Feb 2012,-,-,09 Feb 2012,15 Feb 2012,-
524226,GAEL,GUJARAT AMBUJA EXPORTS LTD.,14 Feb 2012,Interim Dividend - Rs. - 0.6000,16 Feb 2012,-,-,09 Feb 2012,15 Feb 2012,-
533282,GRAVITA,GRAVITA INDIA LTD.,14 Feb 2012,Interim Dividend - Rs. - 1.0000,16 Feb 2012,-,-,09 Feb 2012,15 Feb 2012,-
509152,GRPLTD,GRP LTD.,14 Feb 2012,Interim Dividend - Rs. - 7.0000,16 Feb 2012,-,-,09 Feb 2012,15 Feb 2012,-
532240,INDNIPPON,INDIA NIPPON ELECTRICALS LTD.,14 Feb 2012,Interim Dividend - Rs. - 4.0000,15 Feb 2012,-,-,08 Feb 2012,14 Feb 2012,-
533033,ISGEC,ISGEC Heavy Engineering Ltd,14 Feb 2012,Dividend - Rs. - 10.0000,-,16 Feb 2012,25 Feb 2012,09 Feb 2012,15 Feb 2012,-
532440,MPSLTD,MPS LTD.,14 Feb 2012,Interim Dividend - Rs. - 2.0000,15 Feb 2012,-,-,08 Feb 2012,14 Feb 2012,-
532827,PAGEIND,PAGE INDUSTRIES LTD.,14 Feb 2012,Interim Dividend - Rs. - 10.0000,16 Feb 2012,-,-,09 Feb 2012,15 Feb 2012,-
531273,RADHEDE,RADHE DEVELOPERS (INDIA) LTD.,14 Feb 2012,Consolidation of Shares ,16 Feb 2012,-,-,09 Feb 2012,15 Feb 2012,-
533229,BAJAJCON,Bajaj Consumer Care Ltd,15 Feb 2012,Interim Dividend - Rs. - 4.0000,17 Feb 2012,-,-,10 Feb 2012,16 Feb 2012,-
532834,CAMLINFINE,CAMLIN FINE SCIENCES LTD.,15 Feb 2012,Stock  Split From Rs.10/- to Rs.2/-,17 Feb 2012,-,-,10 Feb 2012,16 Feb 2012,-
530191,CHROMATIC,CHROMATIC INDIA LTD.,15 Feb 2012,Interim Dividend - Rs. - 0.0500,20 Feb 2012,-,-,13 Feb 2012,16 Feb 2012,-
531344,CONCOR,CONTAINER CORPORATION OF INDIA LTD.,15 Feb 2012,Interim Dividend - Rs. - 7.5000,17 Feb 2012,-,-,10 Feb 2012,16 Feb 2012,-
505242,DYNAMATECH,DYNAMATIC TECHNOLOGIES LTD.-$,15 Feb 2012,Interim Dividend - Rs. - 3.0000,18 Feb 2012,-,-,13 Feb 2012,16 Feb 2012,-
532178,ENGINERSIN,ENGINEERS INDIA LTD.,15 Feb 2012,Interim Dividend - Rs. - 2.0000,20 Feb 2012,-,-,13 Feb 2012,16 Feb 2012,-
533152,MBLINFRA,MBL Infrastructures Ltd,15 Feb 2012,Interim Dividend - Rs. - 1.5000,20 Feb 2012,-,-,13 Feb 2012,16 Feb 2012,-
533286,MOIL,MOIL LTD.,15 Feb 2012,Interim Dividend - Rs. - 2.0000,17 Feb 2012,-,-,10 Feb 2012,16 Feb 2012,-
526299,MPHASIS,MPHASIS LTD.,15 Feb 2012,Final Dividend - Rs. - 6.5000,-,20 Feb 2012,01 Mar 2012,13 Feb 2012,16 Feb 2012,-
505800,RANEHOLDIN,RANE HOLDINGS LTD.,15 Feb 2012,Interim Dividend - Rs. - 6.0000,17 Feb 2012,-,-,10 Feb 2012,16 Feb 2012,-
517447,RSSOFTWARE,R.S.SOFTWARE INDIA LTD.,15 Feb 2012,Interim Dividend - Rs. - 1.0000,17 Feb 2012,-,-,10 Feb 2012,16 Feb 2012,-
500113,SAIL,STEEL AUTHORITY OF INDIA LTD.,15 Feb 2012,Interim Dividend - Rs. - 1.2000,18 Feb 2012,-,-,13 Feb 2012,16 Feb 2012,-
500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,15 Feb 2012,Interim Dividend - Rs. - 0.6000,17 Feb 2012,-,-,10 Feb 2012,16 Feb 2012,-
532733,SUNTV,SUN TV NETWORK LTD.,15 Feb 2012,Interim Dividend - Rs. - 2.5000,17 Feb 2012,-,-,10 Feb 2012,16 Feb 2012,-
517385,SYMPHONY,Symphony Limited,15 Feb 2012,Stock  Split From Rs.10/- to Rs.2/-,17 Feb 2012,-,-,10 Feb 2012,16 Feb 2012,-
526729,GOLDIAM,GOLDIAM INTERNATIONAL LTD.,17 Feb 2012,Interim Dividend - Rs. - 1.1000,21 Feb 2012,-,-,13 Feb 2012,17 Feb 2012,-
500480,CUMMINSIND,CUMMINS INDIA LTD.,21 Feb 2012,Interim Dividend - Rs. - 5.0000,22 Feb 2012,-,-,14 Feb 2012,21 Feb 2012,-
531502,ESARIND,ESAAR (INDIA) LTD.,21 Feb 2012,Stock  Split From Rs.10/- to Rs.1/-,22 Feb 2012,-,-,14 Feb 2012,21 Feb 2012,-
533080,MOLDTKPAC,Mold-Tek Packaging Limited,21 Feb 2012,Interim Dividend - Rs. - 2.5000,22 Feb 2012,-,-,14 Feb 2012,21 Feb 2012,-
532767,GAYAPROJ,GAYATRI PROJECTS LTD.,22 Feb 2012,Right Issue of Equity Shares ,23 Feb 2012,-,-,15 Feb 2012,22 Feb 2012,-
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,22 Feb 2012,Interim Dividend - Rs. - 3.0000,23 Feb 2012,-,-,15 Feb 2012,22 Feb 2012,-
524816,NATCOPHARM,NATCO PHARMA LTD.,22 Feb 2012,Interim Dividend - Rs. - 3.0000,23 Feb 2012,-,-,15 Feb 2012,22 Feb 2012,-
533106,OIL,OIL INDIA LTD.,22 Feb 2012,Interim Dividend - Rs. - 10.0000,23 Feb 2012,-,-,15 Feb 2012,22 Feb 2012,-
590006,AMRUTANJAN,AMRUTANJAN HEALTH CARE LTD.-$,23 Feb 2012,Interim Dividend - Rs. - 5.0000,24 Feb 2012,-,-,16 Feb 2012,23 Feb 2012,-
506414,FERMENTA,Fermenta Biotech Ltd,23 Feb 2012,Interim Dividend - Rs. - 15.0000,24 Feb 2012,-,-,16 Feb 2012,23 Feb 2012,-
531531,HATSUN,HATSUN AGRO PRODUCT LTD.,23 Feb 2012,Interim Dividend - Rs. - 0.6000,24 Feb 2012,-,-,16 Feb 2012,23 Feb 2012,-
531531,HATSUN,HATSUN AGRO PRODUCT LTD.,23 Feb 2012,Special Dividend - Rs. - 0.5000,24 Feb 2012,-,-,16 Feb 2012,23 Feb 2012,-
522073,HITECHGEAR,The Hi-Tech Gears Ltd,23 Feb 2012,Interim Dividend - Rs. - 2.0000,25 Feb 2012,-,-,17 Feb 2012,23 Feb 2012,-
506134,INTELLCAP,INTELLIVATE CAPITAL VENTURES LTD.,23 Feb 2012,Scheme of Arrangement ,24 Feb 2012,-,-,16 Feb 2012,23 Feb 2012,-
523539,PRECWIRE,PRECISION WIRES INDIA LTD.,23 Feb 2012,Interim Dividend - Rs. - 1.8000,24 Feb 2012,-,-,16 Feb 2012,23 Feb 2012,-
503806,SRF,SRF LTD.,23 Feb 2012,Interim Dividend - Rs. - 7.0000,24 Feb 2012,-,-,16 Feb 2012,23 Feb 2012,-
521163,ZODIACLOTH,ZODIAC CLOTHING CO.LTD.,24 Feb 2012,Interim Dividend - Rs. - 1.0000,27 Feb 2012,-,-,17 Feb 2012,24 Feb 2012,-
523023,SINCLAIR,SINCLAIRS HOTELS LTD.-$,28 Feb 2012,Interim Dividend - Rs. - 4.0000,29 Feb 2012,-,-,22 Feb 2012,28 Feb 2012,-
531280,PANKAJPO,PANKAJ POLYMERS LTD.,29 Feb 2012,Scheme of Arrangement ,01 Mar 2012,-,-,23 Feb 2012,29 Feb 2012,-
523648,PLASTIBLEN,PLASTIBLENDS INDIA LTD.-$,29 Feb 2012,Stock  Split From Rs.10/- to Rs.5/-,01 Mar 2012,-,-,23 Feb 2012,29 Feb 2012,-
500495,ESCORTS,Escorts Kubota Ltd,01 Mar 2012,Dividend - Rs. - 1.5000,-,04 Mar 2012,15 Mar 2012,27 Feb 2012,01 Mar 2012,-
533204,GBGLOBAL,GB Global Ltd,01 Mar 2012,Interim Dividend - Rs. - 1.0000,02 Mar 2012,-,-,24 Feb 2012,29 Feb 2012,-
521141,ADITYASP,ADITYA SPINNERS LTD.,02 Mar 2012,Consolidation of Shares ,05 Mar 2012,-,-,28 Feb 2012,03 Mar 2012,-
521141,ADITYASP,ADITYA SPINNERS LTD.,02 Mar 2012,Reduction of Capital ,05 Mar 2012,-,-,28 Feb 2012,03 Mar 2012,-
532992,CHLLTD,CHL LTD.,02 Mar 2012,Interim Dividend - Rs. - 1.0000,05 Mar 2012,-,-,27 Feb 2012,03 Mar 2012,-
502223,XCLGLASS,EXCEL GLASSES LTD.,02 Mar 2012,Reduction of Capital ,05 Mar 2012,-,-,27 Feb 2012,03 Mar 2012,-
500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,06 Mar 2012,Interim Dividend - Rs. - 2.7200,07 Mar 2012,-,-,29 Feb 2012,06 Mar 2012,-
512626,ORBTEXP,ORBIT EXPORTS LTD.,06 Mar 2012,Interim Dividend - Rs. - 2.5000,07 Mar 2012,-,-,29 Feb 2012,06 Mar 2012,-
500493,BHARATFORG,BHARAT FORGE LTD.,07 Mar 2012,Interim Dividend - Rs. - 1.5000,09 Mar 2012,-,-,01 Mar 2012,07 Mar 2012,-
532641,NDL,Nandan Denim Limited,07 Mar 2012,Consolidation of Shares ,09 Mar 2012,-,-,01 Mar 2012,07 Mar 2012,-
531515,MAHANIN,MAHAN INDUSTRIES LTD.,09 Mar 2012,Consolidation of Shares ,12 Mar 2012,-,-,02 Mar 2012,09 Mar 2012,-
500410,ACC,ACC LTD.,12 Mar 2012,Final Dividend - Rs. - 17.0000,-,14 Mar 2012,28 Mar 2012,06 Mar 2012,13 Mar 2012,-
532379,FIRSTFIN,First Fintec Ltd,12 Mar 2012,Interim Dividend - Rs. - 0.1500,13 Mar 2012,-,-,05 Mar 2012,12 Mar 2012,-
531813,GANGAPA,GANGA PAPERS INDIA LTD.,12 Mar 2012,Consolidation of Shares ,19 Mar 2012,-,-,12 Mar 2012,21 Mar 2012,-
531813,GANGAPA,GANGA PAPERS INDIA LTD.,12 Mar 2012,Reduction of Capital ,19 Mar 2012,-,-,12 Mar 2012,21 Mar 2012,-
532400,BSOFT,Birlasoft Ltd,13 Mar 2012,Bonus issue 1:1,14 Mar 2012,-,-,06 Mar 2012,13 Mar 2012,-
500092,CRISIL,CRISIL LTD.,13 Mar 2012,Final Dividend - Rs. - 2.7500,-,15 Mar 2012,16 Mar 2012,07 Mar 2012,14 Mar 2012,-
505200,EICHERMOT,EICHER MOTORS LTD.,13 Mar 2012,Dividend - Rs. - 16.0000,-,15 Mar 2012,22 Mar 2012,07 Mar 2012,14 Mar 2012,-
533278,COALINDIA,COAL INDIA LTD.,15 Mar 2012,Interim Dividend - Rs. - 9.5000,17 Mar 2012,-,-,12 Mar 2012,15 Mar 2012,-
532732,KKCL,KEWAL KIRAN CLOTHING LTD.,15 Mar 2012,Interim Dividend - Rs. - 6.0000,16 Mar 2012,-,-,09 Mar 2012,15 Mar 2012,-
503092,PASUSPG,PASUPATI SPG.& WVG.MILLS LTD.,15 Mar 2012,Consolidation of Shares ,16 Mar 2012,-,-,09 Mar 2012,15 Mar 2012,-
503092,PASUSPG,PASUPATI SPG.& WVG.MILLS LTD.,15 Mar 2012,Reduction of Capital ,16 Mar 2012,-,-,09 Mar 2012,15 Mar 2012,-
508664,BESTEAST,BEST EASTERN HOTELS LTD.,16 Mar 2012,Interim Dividend - Rs. - 0.3000,19 Mar 2012,-,-,12 Mar 2012,16 Mar 2012,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,19 Mar 2012,Interim Dividend - Rs. - 1.5000,20 Mar 2012,-,-,13 Mar 2012,19 Mar 2012,-
533007,LGBFORGE,LGB FORGE LTD.,20 Mar 2012,Right Issue of Equity Shares ,21 Mar 2012,-,-,14 Mar 2012,20 Mar 2012,-
532343,TVSMOTOR,TVS MOTOR COMPANY LTD.,20 Mar 2012,Interim Dividend - Rs. - 0.6000,21 Mar 2012,-,-,14 Mar 2012,20 Mar 2012,-
590073,WHEELS,WHEELS INDIA LTD.,20 Mar 2012,Interim Dividend - Rs. - 4.0000,21 Mar 2012,-,-,14 Mar 2012,20 Mar 2012,-
531381,ARIHANT,ARIHANT FOUNDATIONS & HOUSING LTD.-$,21 Mar 2012,Final Dividend - Rs. - 1.0000,-,23 Mar 2012,30 Mar 2012,16 Mar 2012,21 Mar 2012,-
500125,EIDPARRY,E.I.D.-PARRY (INDIA) LTD.,21 Mar 2012,Interim Dividend - Rs. - 4.0000,24 Mar 2012,-,-,19 Mar 2012,21 Mar 2012,-
500150,FOSECOIND,FOSECO INDIA LTD.,21 Mar 2012,Final Dividend - Rs. - 7.0000,-,23 Mar 2012,06 Apr 2012,16 Mar 2012,21 Mar 2012,-
506016,JRIIIL,JRI Industries & Infrastructure Limited,21 Mar 2012,Stock  Split From Rs.10/- to Rs.2/-,23 Mar 2012,-,-,16 Mar 2012,21 Mar 2012,-
519570,LAKSHMIO,LAKSHMI OVERSEAS INDUSTRIES LTD.,21 Mar 2012,Final Dividend - Rs. - 0.2000,-,24 Mar 2012,28 Mar 2012,19 Mar 2012,21 Mar 2012,-
500790,NESTLEIND,NESTLE INDIA LTD.,21 Mar 2012,Final Dividend - Rs. - 12.5000,-,23 Mar 2012,30 Mar 2012,16 Mar 2012,21 Mar 2012,-
524558,NEULANDLAB,NEULAND LABORATORIES LTD.,21 Mar 2012,Right Issue of Equity Shares ,23 Mar 2012,-,-,16 Mar 2012,21 Mar 2012,-
