Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
543194,NIRMITEE,Nirmitee Robotics India Ltd,04 Apr 2022,E.G.M. ,-,06 Apr 2022,09 Apr 2022,29 Mar 2022,05 Apr 2022,-
507685,WIPRO,WIPRO LTD.,05 Apr 2022,Interim Dividend - Rs. - 5.0000,06 Apr 2022,-,-,29 Mar 2022,05 Apr 2022,-
531719,BHAGCHEM,BHAGIRADHA CHEMICALS & INDUSTRIES LTD.,07 Apr 2022,Right Issue of Equity Shares ,09 Apr 2022,-,-,06 Apr 2022,07 Apr 2022,-
500068,DISAQ,DISA INDIA LTD.,07 Apr 2022,Interim Dividend - Rs. - 150.0000,08 Apr 2022,-,-,31 Mar 2022,07 Apr 2022,-
532610,DWARKESH,DWARIKESH SUGAR INDUSTRIES LTD.,07 Apr 2022,Interim Dividend - Rs. - 2.0000,08 Apr 2022,-,-,31 Mar 2022,07 Apr 2022,-
532922,EDELWEISS,Edelweiss Financial Services Ltd.,07 Apr 2022,Interim Dividend - Rs. - 0.2500,09 Apr 2022,-,-,04 Apr 2022,07 Apr 2022,-
543284,EKI,EKI Energy Services Ltd,07 Apr 2022,Interim Dividend - Rs. - 20.0000,08 Apr 2022,-,-,31 Mar 2022,07 Apr 2022,-
526227,FILATEX,FILATEX INDIA LTD.-$,07 Apr 2022,Buy Back of Shares ,08 Apr 2022,-,-,31 Mar 2022,07 Apr 2022,-
532154,JOHNPHARMA,Johnson Pharmacare Ltd,07 Apr 2022,Bonus issue 1:10,08 Apr 2022,-,-,31 Mar 2022,07 Apr 2022,-
526409,KKALPANAIND,Kkalpana Industries (India) Ltd,07 Apr 2022,Spin Off ,08 Apr 2022,-,-,06 Apr 2022,07 Apr 2022,-
540080,NARAYANI,Narayani Steels Ltd,07 Apr 2022,Resolution Plan -Suspension ,08 Apr 2022,-,-,31 Mar 2022,07 Apr 2022,-
500405,SPLPETRO,SUPREME PETROCHEM LTD.,07 Apr 2022,Reduction of Capital ,08 Apr 2022,-,-,04 Apr 2022,07 Apr 2022,-
530627,VIPULORG,Vipul Organics Ltd,07 Apr 2022,Bonus issue 1:4,09 Apr 2022,-,-,04 Apr 2022,07 Apr 2022,-
543235,ANGELONE,Angel One Ltd,08 Apr 2022,Interim Dividend - Rs. - 7.0000,11 Apr 2022,-,-,04 Apr 2022,08 Apr 2022,-
526443,DATASOFT,DATASOFT APPLICATION SOFTWARE (INDIA) LTD.,08 Apr 2022,E.G.M. ,-,09 Apr 2022,15 Apr 2022,05 Apr 2022,08 Apr 2022,-
532888,ASIANTILES,ASIAN GRANITO INDIA LTD.,11 Apr 2022,Right Issue of Equity Shares ,12 Apr 2022,-,-,07 Apr 2022,11 Apr 2022,-
542669,BMW,BMW Industries Ltd,11 Apr 2022,Interim Dividend - Rs. - 0.0200,12 Apr 2022,-,-,05 Apr 2022,11 Apr 2022,-
506590,PCBL,PCBL Ltd,11 Apr 2022,Stock  Split From Rs.2/- to Rs.1/-,12 Apr 2022,-,-,05 Apr 2022,11 Apr 2022,-
539506,ADCON,Adcon Capital Services Ltd,12 Apr 2022,Stock  Split From Rs.10/- to Rs.1/-,13 Apr 2022,-,-,06 Apr 2022,12 Apr 2022,-
511605,ARIHCAPM,ARIHANT CAPITAL MARKETS LTD.,12 Apr 2022,Stock  Split From Rs.5/- to Rs.1/-,15 Apr 2022,-,-,07 Apr 2022,12 Apr 2022,-
539289,AURUM,Aurum PropTech Ltd,12 Apr 2022,Right Issue of Equity Shares ,14 Apr 2022,-,-,12 Apr 2022,12 Apr 2022,-
511724,BALFC,BAID LEASING AND FINANCE CO.LTD.,12 Apr 2022,Stock  Split From Rs.10/- to Rs.2/-,15 Apr 2022,-,-,07 Apr 2022,12 Apr 2022,-
513250,JYOTISTRUC,JYOTI STRUCTURES LTD.,12 Apr 2022,E.G.M. ,-,15 Apr 2022,22 Apr 2022,07 Apr 2022,12 Apr 2022,-
500674,SANOFI,Sanofi India Ltd,12 Apr 2022,Final Dividend - Rs. - 181.0000,-,16 Apr 2022,26 Apr 2022,07 Apr 2022,12 Apr 2022,-
500674,SANOFI,Sanofi India Ltd,12 Apr 2022,Special Dividend - Rs. - 309.0000,-,16 Apr 2022,26 Apr 2022,07 Apr 2022,12 Apr 2022,-
542667,WORL,White Organic Retail Ltd,12 Apr 2022,Bonus issue 2:1,14 Apr 2022,-,-,07 Apr 2022,12 Apr 2022,-
532756,MAHINDCIE,Mahindra CIE Automotive Limited,13 Apr 2022,Final Dividend - Rs. - 2.5000,-,19 Apr 2022,25 Apr 2022,08 Apr 2022,18 Apr 2022,-
534674,DUCON,Ducon Infratechnologies Ltd,18 Apr 2022,Bonus issue 1:10,19 Apr 2022,-,-,08 Apr 2022,18 Apr 2022,-
542543,INFRATRUST,India Infrastructure Trust,18 Apr 2022,Income Distribution (InvIT) ,19 Apr 2022,-,-,08 Apr 2022,18 Apr 2022,-
540252,VSL,Veeram Securities Ltd,18 Apr 2022,Stock  Split From Rs.10/- to Rs.2/-,19 Apr 2022,-,-,08 Apr 2022,18 Apr 2022,-
531153,DILIGENT,DILIGENT INDUSTRIES LTD.,19 Apr 2022,Stock  Split From Rs.5/- to Rs.1/-,20 Apr 2022,-,-,11 Apr 2022,19 Apr 2022,-
532659,IDFC,IDFC LIMITED,19 Apr 2022,Interim Dividend - Rs. - 1.0000,20 Apr 2022,-,-,11 Apr 2022,19 Apr 2022,-
533155,JUBLFOOD,Jubilant FoodWorks Ltd,19 Apr 2022,Stock  Split From Rs.10/- to Rs.2/-,20 Apr 2022,-,-,11 Apr 2022,19 Apr 2022,-
505790,SCHAEFFLER,Schaeffler India Ltd,19 Apr 2022,Dividend - Rs. - 16.0000,-,21 Apr 2022,27 Apr 2022,12 Apr 2022,20 Apr 2022,-
509820,HUHTAMAKI,Huhtamaki India Ltd,20 Apr 2022,Dividend - Rs. - 1.0000,-,22 Apr 2022,05 May 2022,13 Apr 2022,21 Apr 2022,-
541163,SANDHAR,Sandhar Technologies Ltd,20 Apr 2022,E.G.M. ,-,22 Apr 2022,28 Apr 2022,13 Apr 2022,21 Apr 2022,-
532155,GAIL,GAIL (INDIA) LTD.,21 Apr 2022,Buy Back of Shares ,22 Apr 2022,-,-,13 Apr 2022,21 Apr 2022,-
500790,NESTLEIND,NESTLE INDIA LTD.,21 Apr 2022,Final Dividend - Rs. - 65.0000,22 Apr 2022,-,-,13 Apr 2022,21 Apr 2022,-
500790,NESTLEIND,NESTLE INDIA LTD.,21 Apr 2022,Interim Dividend - Rs. - 25.0000,22 Apr 2022,-,-,13 Apr 2022,21 Apr 2022,-
514302,VIPPYSP,VIPPY SPINPRO LTD.,22 Apr 2022,E.G.M. ,-,26 Apr 2022,02 May 2022,19 Apr 2022,25 Apr 2022,-
533398,MUTHOOTFIN,MUTHOOT FINANCE LTD.,25 Apr 2022,Interim Dividend - Rs. - 20.0000,26 Apr 2022,-,-,19 Apr 2022,25 Apr 2022,-
543194,NIRMITEE,Nirmitee Robotics India Ltd,25 Apr 2022,Bonus issue 5:1,26 Apr 2022,-,-,19 Apr 2022,25 Apr 2022,-
532163,SAREGAMA,SAREGAMA INDIA LTD.,26 Apr 2022,Stock  Split From Rs.10/- to Rs.1/-,27 Apr 2022,-,-,20 Apr 2022,26 Apr 2022,-
524156,TCMLMTD,TCM LTD.,26 Apr 2022,Right Issue of Equity Shares ,27 Apr 2022,-,-,22 Apr 2022,26 Apr 2022,-
500002,ABB,ABB India Limited,27 Apr 2022,Final Dividend - Rs. - 5.2000,-,29 Apr 2022,05 May 2022,22 Apr 2022,28 Apr 2022,-
539470,SHREEGANES,Shree Ganesh Biotech (India) Ltd,27 Apr 2022,Bonus issue 1:1,28 Apr 2022,-,-,21 Apr 2022,27 Apr 2022,-
511611,DCMFINSERV,DCM FINANCIAL SERVICES LTD.,28 Apr 2022,E.G.M. ,-,30 Apr 2022,06 May 2022,25 Apr 2022,28 Apr 2022,-
532281,HCLTECH,HCL TECHNOLOGIES LTD.,28 Apr 2022,Interim Dividend - Rs. - 18.0000,29 Apr 2022,-,-,22 Apr 2022,28 Apr 2022,-
500249,KSB,KSB Ltd,28 Apr 2022,Dividend - Rs. - 12.5000,-,30 Apr 2022,11 May 2022,25 Apr 2022,28 Apr 2022,-
513269,MANINDS,MAN INDUSTRIES (INDIA) LTD.-$,28 Apr 2022,Interim Dividend - Rs. - 2.0000,29 Apr 2022,-,-,22 Apr 2022,28 Apr 2022,-
533080,MOLDTKPAC,Mold-Tek Packaging Limited,28 Apr 2022,Interim Dividend - Rs. - 6.0000,29 Apr 2022,-,-,22 Apr 2022,28 Apr 2022,-
511557,PROFINC,PRO FIN CAPITAL SERVICES LTD.,28 Apr 2022,Bonus issue 2:1,29 Apr 2022,-,-,22 Apr 2022,28 Apr 2022,-
511557,PROFINC,PRO FIN CAPITAL SERVICES LTD.,28 Apr 2022,Stock  Split From Rs.10/- to Rs.1/-,29 Apr 2022,-,-,22 Apr 2022,28 Apr 2022,-
515018,REGENCERAM,REGENCY CERAMICS LTD.,28 Apr 2022,E.G.M. ,-,30 Apr 2022,05 May 2022,26 Apr 2022,28 Apr 2022,-
504959,STOVACQ,STOVEC INDUSTRIES LTD.,28 Apr 2022,Dividend - Rs. - 57.0000,-,30 Apr 2022,06 May 2022,25 Apr 2022,28 Apr 2022,-
520113,VESUVIUS,VESUVIUS INDIA LTD.,28 Apr 2022,Dividend - Rs. - 8.0000,29 Apr 2022,-,-,22 Apr 2022,28 Apr 2022,-
543512,AVROIND,Avro India Ltd,29 Apr 2022,E.G.M. ,-,04 May 2022,10 May 2022,26 Apr 2022,02 May 2022,-
500123,ELANTAS,ELANTAS BECK INDIA LTD.-$,29 Apr 2022,Dividend - Rs. - 5.0000,-,04 May 2022,10 May 2022,26 Apr 2022,02 May 2022,-
513436,SHAHALLOYS,SHAH ALLOYS LTD.,29 Apr 2022,E.G.M. ,-,04 May 2022,11 May 2022,26 Apr 2022,02 May 2022,-
523790,SHUKJEW,SHUKRA JEWELLERS LTD.,29 Apr 2022,E.G.M. ,-,03 May 2022,10 May 2022,26 Apr 2022,29 Apr 2022,-
531506,SKRABUL,SHUKRA BULLIONS LTD.,29 Apr 2022,E.G.M. ,-,03 May 2022,10 May 2022,26 Apr 2022,29 Apr 2022,-
500150,FOSECOIND,FOSECO INDIA LTD.,02 May 2022,Final Dividend - Rs. - 25.0000,-,05 May 2022,11 May 2022,27 Apr 2022,04 May 2022,-
531322,HAVISHA,Sri Havisha Hospitality And Infrastructure Ltd,02 May 2022,E.G.M. ,-,05 May 2022,11 May 2022,27 Apr 2022,04 May 2022,-
535958,ESSENTIA,Integra Essentia Ltd,04 May 2022,Right Issue of Equity Shares ,05 May 2022,-,-,04 May 2022,04 May 2022,-
543489,GATEWAY,Gateway Distriparks Ltd,04 May 2022,Interim Dividend - Rs. - 1.2500,05 May 2022,-,-,27 Apr 2022,04 May 2022,-
532029,SINDHUTRAD,Sindhu Trade Links Limited,04 May 2022,E.G.M. ,-,06 May 2022,11 May 2022,28 Apr 2022,05 May 2022,-
500830,COLPAL,COLGATE-PALMOLIVE (INDIA) LTD.,05 May 2022,Interim Dividend - Rs. - 21.0000,07 May 2022,-,-,29 Apr 2022,05 May 2022,-
504614,SARDAEN,SARDA ENERGY & MINERALS LTD.-$,05 May 2022,Interim Dividend - Rs. - 7.5000,06 May 2022,-,-,28 Apr 2022,05 May 2022,-
504614,SARDAEN,SARDA ENERGY & MINERALS LTD.-$,05 May 2022,Buy Back of Shares ,06 May 2022,-,-,28 Apr 2022,05 May 2022,-
500092,CRISIL,CRISIL LTD.,06 May 2022,Interim Dividend - Rs. - 7.0000,09 May 2022,-,-,29 Apr 2022,06 May 2022,-
542602,EMBASSY,Embassy Office Parks REIT,06 May 2022,Income Distribution RITES  ,09 May 2022,-,-,29 Apr 2022,06 May 2022,-
512337,MAHSHRE,MAHASHREE TRADING LTD.,06 May 2022,E.G.M. ,-,09 May 2022,14 May 2022,02 May 2022,09 May 2022,-
530557,NCLRESE,NCL RESEARCH & FINANCIAL SERVICES LTD.,06 May 2022,Right Issue of Equity Shares ,09 May 2022,-,-,04 May 2022,06 May 2022,-
533540,TREEHOUSE,TREE HOUSE EDUCATION & ACCESSORIES LTD.,06 May 2022,E.G.M. ,-,10 May 2022,10 May 2022,02 May 2022,09 May 2022,-
500295,VEDL,Vedanta Limited,06 May 2022,Interim Dividend - Rs. - 31.5000,09 May 2022,-,-,29 Apr 2022,06 May 2022,-
542726,INDIAMART,IndiaMART InterMESH Ltd,10 May 2022,Buy Back of Shares ,11 May 2022,-,-,04 May 2022,10 May 2022,-
540222,LAURUSLABS,Laurus Labs Ltd,10 May 2022,Interim Dividend - Rs. - 1.2000,11 May 2022,-,-,04 May 2022,10 May 2022,-
532475,APTECHT,APTECH LTD.,11 May 2022,Interim Dividend - Rs. - 5.0000,12 May 2022,-,-,05 May 2022,11 May 2022,-
540526,IRBINVIT,IRB InvIT Fund,11 May 2022,Income Distribution (InvIT) ,12 May 2022,-,-,05 May 2022,11 May 2022,-
539871,THYROCARE,Thyrocare Technologies Ltd,11 May 2022,Interim Dividend - Rs. - 15.0000,12 May 2022,-,-,05 May 2022,11 May 2022,-
501831,COASTCORP,COASTAL CORPORATION LTD.,12 May 2022,Interim Dividend - Rs. - 2.0000,13 May 2022,-,-,06 May 2022,11 May 2022,-
532707,DYNPRO,DYNEMIC PRODUCTS LTD.,12 May 2022,Right Issue of Equity Shares ,13 May 2022,-,-,10 May 2022,11 May 2022,-
500180,HDFCBANK,HDFC Bank Ltd,12 May 2022,Final Dividend - Rs. - 15.5000,13 May 2022,-,-,06 May 2022,11 May 2022,-
509692,INDIANCARD,INDIAN CARD CLOTHING CO.LTD.,12 May 2022,Special Dividend - Rs. - 25.0000,13 May 2022,-,-,06 May 2022,11 May 2022,-
542323,KPIGREEN,KPI Green Energy Ltd,12 May 2022,Interim Dividend - Rs. - 2.1000,16 May 2022,-,-,10 May 2022,12 May 2022,-
500126,PGHL,Procter & Gamble Health Ltd,12 May 2022,Interim Dividend - Rs. - 41.0000,13 May 2022,-,-,06 May 2022,11 May 2022,-
523023,SINCLAIR,SINCLAIRS HOTELS LTD.-$,12 May 2022,Buy Back of Shares ,13 May 2022,-,-,06 May 2022,11 May 2022,-
530477,VIKRAMTH,VIKRAM THERMO (INDIA) LTD.,12 May 2022,Bonus issue 4:1,13 May 2022,-,-,06 May 2022,11 May 2022,-
539562,AARNAV,Aarnav Fashions Ltd,13 May 2022,Interim Dividend - Rs. - 0.5000,17 May 2022,-,-,10 May 2022,16 May 2022,-
500463,BBOX,Black Box Ltd,13 May 2022,Stock  Split From Rs.10/- to Rs.2/-,17 May 2022,-,-,10 May 2022,16 May 2022,-
540073,BLS,BLS International Services Ltd,13 May 2022,Bonus issue 1:1,17 May 2022,-,-,10 May 2022,16 May 2022,-
500119,DHAMPURSUG,DHAMPUR SUGAR MILLS LTD.,13 May 2022,Spin Off ,17 May 2022,-,-,12 May 2022,16 May 2022,-
542013,DOLFIN,Dolfin Rubbers Ltd,13 May 2022,Bonus issue 1:3,17 May 2022,-,-,10 May 2022,16 May 2022,-
507488,GMBREW,G.M.BREWERIES LTD.,13 May 2022,Final Dividend - Rs. - 5.0000,-,18 May 2022,24 May 2022,10 May 2022,17 May 2022,-
534816,INDUSTOWER,Indus Towers Ltd,13 May 2022,Interim Dividend - Rs. - 11.0000,17 May 2022,-,-,10 May 2022,16 May 2022,-
532466,OFSS,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,13 May 2022,Interim Dividend - Rs. - 190.0000,17 May 2022,-,-,10 May 2022,16 May 2022,-
540821,SADHNA,Sadhna Broadcast Ltd,13 May 2022,E.G.M. ,-,18 May 2022,30 May 2022,10 May 2022,17 May 2022,-
543064,SUVENPHAR,Suven Pharmaceuticals Ltd,13 May 2022,Interim Dividend - Rs. - 1.0000,17 May 2022,-,-,10 May 2022,16 May 2022,-
543064,SUVENPHAR,Suven Pharmaceuticals Ltd,13 May 2022,Special Dividend - Rs. - 1.0000,17 May 2022,-,-,10 May 2022,16 May 2022,-
531025,VISAGAR,VISAGAR FINANCIAL SERVICES LTD.,13 May 2022,E.G.M. ,-,18 May 2022,24 May 2022,10 May 2022,17 May 2022,-
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,17 May 2022,Interim Dividend - Rs. - 5.4000,18 May 2022,-,-,10 May 2022,17 May 2022,-
543217,MINDSPACE,Mindspace Business Parks REIT,17 May 2022,Income Distribution RITES  ,18 May 2022,-,-,10 May 2022,17 May 2022,-
532406,AVANTEL,AVANTEL LTD.,18 May 2022,Final Dividend - Rs. - 4.0000,19 May 2022,-,-,11 May 2022,18 May 2022,-
539216,GARMNTMNTR,Garment Mantra Lifestyle Ltd,18 May 2022,Stock  Split From Rs.10/- to Rs.1/-,19 May 2022,-,-,11 May 2022,18 May 2022,-
543420,JETFREIGHT,Jet Freight Logistics Ltd,19 May 2022,Stock  Split From Rs.10/- to Rs.5/-,20 May 2022,-,-,12 May 2022,19 May 2022,-
532029,SINDHUTRAD,Sindhu Trade Links Limited,19 May 2022,Bonus issue 2:1,21 May 2022,-,-,13 May 2022,19 May 2022,-
522229,TANAA,TANEJA AEROSPACE & AVIATION LTD.-$,19 May 2022,Interim Dividend - Rs. - 2.0000,21 May 2022,-,-,13 May 2022,19 May 2022,-
539310,THINKINK,Thinkink Picturez Ltd,19 May 2022,Interim Dividend - Rs. - 0.1000,20 May 2022,-,-,12 May 2022,19 May 2022,-
532375,TIPSINDLTD,TIPS INDUSTRIES LTD.,19 May 2022,Spin Off ,21 May 2022,-,-,17 May 2022,19 May 2022,-
532732,KKCL,KEWAL KIRAN CLOTHING LTD.,20 May 2022,Interim Dividend - Rs. - 5.0000,23 May 2022,-,-,13 May 2022,20 May 2022,-
505693,LATIMMETAL,La Tim Metal & Industries Ltd,20 May 2022,Stock  Split From Rs.10/- to Rs.1/-,23 May 2022,-,-,13 May 2022,20 May 2022,-
500251,TRENT,TRENT LTD.,20 May 2022,Final Dividend - Rs. - 1.1000,23 May 2022,-,-,13 May 2022,20 May 2022,-
543235,ANGELONE,Angel One Ltd,23 May 2022,Final Dividend - Rs. - 2.2500,24 May 2022,-,-,17 May 2022,23 May 2022,-
524742,CAPPL,CAPLIN POINT LABORATORIES LTD.,23 May 2022,Interim Dividend - Rs. - 2.0000,24 May 2022,-,-,17 May 2022,23 May 2022,-
532541,COFORGE,Coforge Ltd,23 May 2022,Interim Dividend - Rs. - 13.0000,24 May 2022,-,-,17 May 2022,23 May 2022,-
532175,CYIENT,Cyient Limited,23 May 2022,Final Dividend - Rs. - 14.0000,-,25 May 2022,03 Jun 2022,18 May 2022,24 May 2022,-
505526,DOLATALGO,Dolat Algotech Ltd,23 May 2022,Interim Dividend - Rs. - 0.2500,24 May 2022,-,-,17 May 2022,23 May 2022,-
514177,RISHYRN,RISHAB SPECIAL YARNS LTD.,23 May 2022,E.G.M. ,-,24 May 2022,27 May 2022,18 May 2022,24 May 2022,-
524444,EVEXIA,Evexia Lifecare Ltd,24 May 2022,Stock  Split From Rs.2/- to Rs.1/-,25 May 2022,-,-,18 May 2022,24 May 2022,-
505890,KENNAMET,KENNAMETAL INDIA LTD.-$,24 May 2022,Interim Dividend - Rs. - 24.0000,25 May 2022,-,-,18 May 2022,24 May 2022,-
543261,BIRET ,Brookfield India Real Estate Trust REIT,25 May 2022,Income Distribution RITES  ,26 May 2022,-,-,19 May 2022,25 May 2022,-
531449,GRMOVER,GRM OVERSEAS LTD.,25 May 2022,Interim Dividend - Rs. - 0.2500,26 May 2022,-,-,19 May 2022,25 May 2022,-
540565,INDIGRID,India Grid Trust,25 May 2022,Income Distribution (InvIT) ,26 May 2022,-,-,19 May 2022,25 May 2022,-
543385,NHIT,National Highways Infra Trust,25 May 2022,Income Distribution (InvIT) ,26 May 2022,-,-,25 May 2022,25 May 2022,-
538646,QGO,QGO Finance Ltd,25 May 2022,Interim Dividend - Rs. - 0.1000,26 May 2022,-,-,19 May 2022,25 May 2022,-
500112,SBIN,STATE BANK OF INDIA,25 May 2022,Dividend - Rs. - 7.1000,-,27 May 2022,31 May 2022,20 May 2022,26 May 2022,-
532540,TCS,TATA CONSULTANCY SERVICES LTD.,25 May 2022,Final Dividend - Rs. - 22.0000,26 May 2022,-,-,19 May 2022,25 May 2022,-
543267,DAVANGERE,Davangere Sugar Company Ltd,26 May 2022,Right Issue of Equity Shares ,27 May 2022,-,-,24 May 2022,26 May 2022,-
541300,INDINFR,IndInfravit Trust,26 May 2022,Income Distribution (InvIT) ,28 May 2022,-,-,23 May 2022,26 May 2022,-
500875,ITC,ITC LTD.,26 May 2022,Final Dividend - Rs. - 6.2500,28 May 2022,-,-,23 May 2022,26 May 2022,-
532892,MOTILALOFS,MOTILAL OSWAL FINANCIAL SERVICES LTD.,26 May 2022,Buy Back of Shares ,27 May 2022,-,-,20 May 2022,26 May 2022,-
509055,VISAKAIND,VISAKA INDUSTRIES LTD.,26 May 2022,Final Dividend - Rs. - 8.0000,-,30 May 2022,03 Jun 2022,23 May 2022,27 May 2022,-
506640,GUJCMDS,GUJCHEM DISTILLERS INDIA LTD.,27 May 2022,Stock  Split From Rs.10/- to Rs.1/-,27 May 2022,-,-,23 May 2022,27 May 2022,-
531213,MANAPPURAM,MANAPPURAM FINANCE LTD.,27 May 2022,Interim Dividend - Rs. - 0.7500,30 May 2022,-,-,23 May 2022,27 May 2022,-
531893,SAWABUSI,SAWACA BUSINESS MACHINES LTD.,27 May 2022,Bonus issue 10:100,27 May 2022,-,-,23 May 2022,27 May 2022,-
531893,SAWABUSI,SAWACA BUSINESS MACHINES LTD.,27 May 2022,Stock  Split From Rs.10/- to Rs.1/-,27 May 2022,-,-,23 May 2022,27 May 2022,-
532725,SOLARINDS,SOLAR INDUSTRIES INDIA LTD.,27 May 2022,Final Dividend - Rs. - 7.5000,-,31 May 2022,10 Jun 2022,24 May 2022,30 May 2022,-
533148,JSWENERGY,JSW Energy Ltd,30 May 2022,Dividend - Rs. - 2.0000,-,01 Jun 2022,03 Jun 2022,25 May 2022,31 May 2022,-
530017,SIL,STANDARD INDUSTRIES LTD.,30 May 2022,Interim Dividend - Rs. - 1.7500,31 May 2022,-,-,24 May 2022,30 May 2022,-
500010,HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,31 May 2022,Dividend - Rs. - 30.0000,01 Jun 2022,-,-,25 May 2022,31 May 2022,-
540777,HDFCLIFE,HDFC Life Insurance Company Ltd,31 May 2022,Final Dividend - Rs. - 1.7000,01 Jun 2022,-,-,25 May 2022,31 May 2022,-
500209,INFY,INFOSYS LTD.,31 May 2022,Final Dividend - Rs. - 16.0000,01 Jun 2022,-,-,25 May 2022,31 May 2022,-
543290,PGINVIT,POWERGRID Infrastructure Investment Trust,31 May 2022,Income Distribution (InvIT) ,01 Jun 2022,-,-,25 May 2022,31 May 2022,-
523269,ADVANIHOTR,ADVANI HOTELS & RESORTS (INDIA) LTD.,01 Jun 2022,Interim Dividend - Rs. - 1.4000,02 Jun 2022,-,-,26 May 2022,01 Jun 2022,-
543225,DATAINFRA,Data Infrastructure Trust,01 Jun 2022,Income Distribution (InvIT) ,02 Jun 2022,-,-,26 May 2022,01 Jun 2022,-
540602,GTPL,GTPL Hathway Ltd,01 Jun 2022,Final Dividend - Rs. - 4.0000,-,03 Jun 2022,10 Jun 2022,27 May 2022,02 Jun 2022,-
542772,IIFLWAM,IIFL Wealth Management Ltd,01 Jun 2022,Interim Dividend - Rs. - 20.0000,02 Jun 2022,-,-,26 May 2022,01 Jun 2022,-
523457,LINDEINDIA,Linde India Limited,01 Jun 2022,Final Dividend - Rs. - 3.5000,-,03 Jun 2022,23 Jun 2022,27 May 2022,02 Jun 2022,-
523457,LINDEINDIA,Linde India Limited,01 Jun 2022,Special Dividend - Rs. - 10.0000,-,03 Jun 2022,23 Jun 2022,27 May 2022,02 Jun 2022,-
539911,SNIM,Svarnim Trade Udyog Ltd,01 Jun 2022,Consolidation of Shares ,02 Jun 2022,-,-,26 May 2022,01 Jun 2022,-
532321,ZYDUSLIFE,Zydus Lifesciences Ltd,01 Jun 2022,Buy Back of Shares ,02 Jun 2022,-,-,26 May 2022,01 Jun 2022,-
532853,ASAHISONG,ASAHI SONGWON COLORS LTD.,02 Jun 2022,Buy Back of Shares ,03 Jun 2022,-,-,27 May 2022,02 Jun 2022,-
500870,CASTROLIND,CASTROL INDIA LTD.,02 Jun 2022,Final Dividend - Rs. - 3.0000,-,04 Jun 2022,08 Jun 2022,30 May 2022,02 Jun 2022,-
539056,IMAGICAA,Imagicaaworld Entertainment Ltd,02 Jun 2022,E.G.M. ,-,04 Jun 2022,10 Jun 2022,30 May 2022,02 Jun 2022,-
530201,KALLAM,Kallam Textiles Ltd-$,02 Jun 2022,Right Issue of Equity Shares ,03 Jun 2022,-,-,30 May 2022,02 Jun 2022,-
539594,MISHTANN ,Mishtann Foods Ltd,02 Jun 2022,Bonus issue 1:1,03 Jun 2022,-,-,27 May 2022,02 Jun 2022,-
532827,PAGEIND,PAGE INDUSTRIES LTD.,02 Jun 2022,Interim Dividend - Rs. - 70.0000,03 Jun 2022,-,-,27 May 2022,02 Jun 2022,-
543171,ROJL,RO Jewels Ltd,02 Jun 2022,Bonus issue 82:32,03 Jun 2022,-,-,27 May 2022,02 Jun 2022,-
543065,SMAUTO,SM Auto Stamping Ltd,02 Jun 2022,Interim Dividend - Rs. - 1.2500,03 Jun 2022,-,-,27 May 2022,02 Jun 2022,-
532301,TATACOFFEE,TATA COFFEE LTD.,02 Jun 2022,Dividend - Rs. - 2.0000,-,04 Jun 2022,13 Jun 2022,30 May 2022,02 Jun 2022,-
501301,TATAINVEST,TATA INVESTMENT CORPORATION LTD.,02 Jun 2022,Final Dividend - Rs. - 55.0000,-,04 Jun 2022,10 Jun 2022,30 May 2022,02 Jun 2022,-
512063,AYOME,AYOKI MERCANTILE LTD.,03 Jun 2022,E.G.M. ,-,06 Jun 2022,13 Jun 2022,31 May 2022,06 Jun 2022,-
500420,TORNTPHARM,TORRENT PHARMACEUTICALS LTD.,03 Jun 2022,Final Dividend - Rs. - 8.0000,06 Jun 2022,-,-,30 May 2022,03 Jun 2022,-
500420,TORNTPHARM,TORRENT PHARMACEUTICALS LTD.,03 Jun 2022,Special Dividend - Rs. - 15.0000,06 Jun 2022,-,-,30 May 2022,03 Jun 2022,-
533265, GALLISPAT,GALLANTT ISPAT LTD.,06 Jun 2022,Amalgamation ,07 Jun 2022,-,-,31 May 2022,06 Jun 2022,-
523694,APCOTEXIND,APCOTEX INDUSTRIES LTD.,06 Jun 2022,Final Dividend - Rs. - 3.0000,-,08 Jun 2022,13 Jun 2022,01 Jun 2022,07 Jun 2022,-
524804,AUROPHARMA,AUROBINDO PHARMA LTD.,06 Jun 2022,Interim Dividend - Rs. - 4.5000,07 Jun 2022,-,-,31 May 2022,06 Jun 2022,-
530079,FAZE3Q,FAZE THREE LTD.-$,06 Jun 2022,Interim Dividend - Rs. - 0.5000,07 Jun 2022,-,-,31 May 2022,06 Jun 2022,-
506222,INEOSSTYRO,INEOS Styrolution India Ltd,06 Jun 2022,Interim Dividend - Rs. - 105.0000,07 Jun 2022,-,-,31 May 2022,06 Jun 2022,-
522241,MMFL,M.M.FORGINGS LTD.-$,06 Jun 2022,Interim Dividend - Rs. - 6.0000,07 Jun 2022,-,-,31 May 2022,06 Jun 2022,-
539843,NINSYS,NINtec Systems Ltd,06 Jun 2022,Bonus issue 1:2,07 Jun 2022,-,-,31 May 2022,06 Jun 2022,-
